"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"2207","의원","01_01_02_P","3210000","PHMA119903210034041100016","1990-12-27","","01","영업/정상","13","영업중","","","","","02-537-8884","","","","서울특별시 서초구 신반포로 189, 4동 4층 (잠원동, 반포쇼핑)","06512","코숨광제한의원","2024-11-04 14:28:34","U","2024-11-06 02:40:00","한의원","200346.774647604","444921.730152911","한의원","1","0","0","82.89","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2208","의원","01_01_02_P","3210000","PHMA119893210034041100004","1989-03-18","","01","영업/정상","13","영업중","","","","","02-537-5427","","","","서울특별시 서초구 서초중앙로24길 55, 201호 (서초동, 서초프라자)","06603","이현아치과의원","2024-10-31 13:47:36","U","2024-11-02 02:40:00","치과의원","201643.318591414","443772.466475611","치과의원","1","0","0","0","403 405 406 407 412","치과보철과, 소아치과, 치주과, 치과보존과, 통합치의학과","","","","0","0","","","0","",
"2209","의원","01_01_02_P","3140000","PHMA120133140033041100015","2013-07-19","","01","영업/정상","13","영업중","","","","","2636-1100","","158-877","서울특별시 양천구 목동 907번지 4호 우성에펠타운 3층","서울특별시 양천구 목동서로 67, 3층 (목동, 우성에펠타운)","07983","혜담소아청소년과의원","2025-04-28 14:13:19","U","2025-04-30 02:40:00","의원","189197.506088261","448244.523188923","의원","1","0","0","53.05","111 114","소아청소년과, 피부과","","","","0","0","","","0","",
"2210","의원","01_01_02_P","3140000","PHMA120133140033041100016","2013-07-25","","01","영업/정상","13","영업중","","","","","02-874-4747","","158-861","서울특별시 양천구 신정동 1018번지 1호 3층","서울특별시 양천구 신월로 350, 3층 (신정동)","08087","영생한의원","2024-05-22 09:45:00","U","2024-05-24 02:40:00","한의원","187546.051563766","446614.863102314","한의원","1","0","0","142.8","301 302 303 304 308 305","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"2211","의원","01_01_02_P","3140000","PHMA120133140033041100017","2013-07-25","","01","영업/정상","13","영업중","","","","","02-2608-3375","","","","서울특별시 양천구 신정이펜2로 22, 3층 (신정동, 신정프라자)","08049","햇살담은한의원","2024-12-19 10:17:49","U","2024-12-21 02:40:00","한의원","185125.957709458","445643.874069493","한의원","1","0","0","107.21","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2212","의원","01_01_02_P","3140000","PHMA120133140033041100020","2013-09-26","","01","영업/정상","13","영업중","","","","","02-2689-2278","","","","서울특별시 양천구 신정로7길 60-5, 3층 (신정동, 동일프라자)","08053","우리서울치과의원","2025-01-31 10:10:33","U","2025-02-02 02:40:00","치과의원","185614.002019468","445613.501447784","치과의원","1","0","0","77.42","412 411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2213","의원","01_01_02_P","3140000","PHMA120133140033041100021","2013-10-21","","01","영업/정상","13","영업중","","","","","02-2605-2879","","","","서울특별시 양천구 오목로 231, 2층 (신정동)","07945","목동안치과의원","2025-04-24 18:47:57","U","2025-04-26 02:40:00","치과의원","187825.424052159","447104.600254739","치과의원","1","0","0","112","412","통합치의학과","","","","0","0","","","0","",
"2214","의원","01_01_02_P","3140000","PHMA120133140033041100022","2013-10-31","","01","영업/정상","13","영업중","","","","","02-2655-2822","","","","서울특별시 양천구 오목로 350, 6층 (목동, 썬택씨티빌딩)","08007","스텔라의원","2021-03-09 14:59:28","U","2021-03-11 02:40:00","의원","188992.794245115","446886.620860522","의원","1","0","0","191.4","108","성형외과","","","","0","0","","","0","",
"2215","의원","01_01_02_P","3230000","PHMA120083230034041101488","2008-02-13","","01","영업/정상","13","영업중","","","","","02-401-7528","","","","서울특별시 송파구 충민로2길 34, 5층 (장지동)","05816","서울진치과의원","2024-08-28 16:40:46","U","2024-08-30 02:40:00","치과의원","211207.386328242","441633.255096118","치과의원","2","0","0","136.7","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2216","의원","01_01_02_P","3230000","PHMA120083230034041101489","2008-02-22","","01","영업/정상","13","영업중","","","","","02-407-7678","","","서울특별시 송파구 문정동 4-4 삼원빌딩","서울특별시 송파구 동남로 138, 삼원빌딩 4층 일부호 (문정동)","05796","조은마취통증의학과의원","2023-08-25 02:43:41","U","2023-08-27 02:40:00","의원","211108.28082746","443222.447366901","의원","2","0","0","226.33","120 116 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과","","","","0","0","","","0","",
"2217","의원","01_01_02_P","3230000","PHMA120083230034041101490","2008-02-22","","01","영업/정상","13","영업중","","","","","430-1077","","138-210","서울특별시 송파구 장지동 841번지 2호(3층 302호)","서울특별시 송파구 충민로2길 24, 302호 (장지동)","05816","박정한한의원","2024-06-26 17:55:39","U","2024-06-28 02:40:00","한의원","211186.443985092","441726.692570639","한의원","1","0","0","113.8","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2218","의원","01_01_02_P","3230000","PHMA120083230034041101491","2008-02-26","","01","영업/정상","13","영업중","","","","","02-471-6682","","","","서울특별시 송파구 양재대로 1222, 올림픽프라자 (방이동)","05648","선명한의원","2025-01-15 15:20:47","U","2025-01-17 02:40:00","한의원","211619.368009793","445963.384875409","한의원","1","0","0","38.1","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2219","의원","01_01_02_P","3230000","PHMA120083230034041101492","2008-02-28","","01","영업/정상","13","영업중","","","","","3012-2275","","138-210","서울특별시 송파구 장지동 841번지 2호(3층 301호)","서울특별시 송파구 충민로2길 24 (장지동, 3층 301호)","05816","프라임서울치과의원","2024-01-04 22:43:24","U","2024-01-06 02:40:00","치과의원","211186.443985092","441726.692570639","치과의원","1","0","0","144","401","치과","","","","0","0","","","0","",
"2220","의원","01_01_02_P","3230000","PHMA120083230034041101493","2008-03-03","","01","영업/정상","13","영업중","","","","","02-2145-4126","","","서울특별시 송파구 잠실동 40번지 갤러리아팰리스 207호,호","서울특별시 송파구 올림픽로 212, 207호,208호 (잠실동, 갤러리아팰리스)","05553","굿앤웰내과소아청소년과의원","2024-04-01 17:56:18","U","2024-04-03 02:40:00","의원","208233.926974585","445435.257647797","의원","2","0","0","70","101 111 114 102 105 120 122 113","내과, 신경과, 정형외과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"2221","의원","01_01_02_P","3230000","PHMA120063230034041101394","2006-10-19","","01","영업/정상","13","영업중","","","","","02-425-7041","","","서울특별시 송파구 잠실동 35-2 트리지움상가 402호","서울특별시 송파구 석촌호수로 61, 트리지움 4층 402호 (잠실동)","05555","연의원","2020-07-17 10:43:23","U","2020-07-19 02:40:00","의원","207553.918225133","445383.338011122","의원","1","0","0","99.3","122 114","피부과, 가정의학과","","","","0","0","","","0","",
"2222","의원","01_01_02_P","3230000","PHMA120063230034041101396","2006-11-07","","01","영업/정상","13","영업중","","","","","02-448-1175","","138-160","서울특별시 송파구 가락동 164번지 19호(2층)","서울특별시 송파구 동남로 209 (가락동, 2층)","05820","연세윤이비인후과의원","2024-04-02 14:35:22","U","2024-04-04 02:40:00","의원","211520.090478574","443786.527564468","의원","1","0","0","62.1","113 101 111 114","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"2223","의원","01_01_02_P","3230000","PHMA120063230034041101401","2006-11-30","","01","영업/정상","13","영업중","","","","","02-408-7582","","","","서울특별시 송파구 마천로 53, 2층 (오금동)","05657","온화한의원","2025-04-25 02:43:23","U","2025-04-27 02:40:00","한의원","211132.844469698","445154.005691793","한의원","1","0","0","112.3","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2224","의원","01_01_02_P","3230000","PHMA120063230034041101402","2006-12-12","","01","영업/정상","13","영업중","","","","","02-424-7731","","","서울특별시 송파구 잠실동 183번지 정호빌딩","서울특별시 송파구 올림픽로12길 5, 정호빌딩 4층,5층 (잠실동)","05558","블루비뇨의학과의원","2024-04-01 18:05:55","U","2024-04-03 02:40:00","의원","207277.677707777","445430.373420134","의원","1","1","2","327.74","115","비뇨의학과","","","","0","0","","","0","",
"2225","의원","01_01_02_P","3230000","PHMA120113230034041100016","2011-04-15","","01","영업/정상","13","영업중","","","","","02-2140-6000","","","서울특별시 송파구 신천동 7-18 롯데캐슬골드","서울특별시 송파구 올림픽로 269, 3,5,9층 (신천동, 롯데캐슬골드)","05510","한국건강관리협회 건강증진의원","2025-04-25 02:13:39","U","2025-04-27 02:40:00","의원","208836.192051204","445807.727388799","의원","68","0","0","3865.5","122 116 110 104 101","내과, 외과, 산부인과, 영상의학과, 가정의학과","","","","0","0","","","0","",
"2226","의원","01_01_02_P","3230000","PHMA120113230034041100020","2011-05-06","","01","영업/정상","13","영업중","","","","","02-418-2877","","","","서울특별시 송파구 삼전로 100, 아카데미빌딩 301호 (삼전동)","05599","소원치과의원","2024-09-10 16:39:47","U","2024-09-12 02:40:00","치과의원","207968.193015362","444982.601705591","치과의원","1","0","0","108.42","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2227","의원","01_01_02_P","3230000","PHMA120113230034041100022","2011-05-09","","01","영업/정상","13","영업중","","","","","02-424-2222","","138-807","서울특별시 송파구 가락2동 125번지 2호 수동빌딩 2층","서울특별시 송파구 동남로 147 (가락동,수동빌딩 2층)","","은하수한의원","2019-01-02 17:41:19","U","2019-01-04 02:40:00","한의원","211151.35856112","443333.470679847","한의원","1","0","0","172.36","301 306 304 307 308 305 302 303","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2228","의원","01_01_02_P","3140000","PHMA120013140033041100006","2001-04-17","","01","영업/정상","13","영업중","","","","","2605-7813","","","서울특별시 양천구 신정동 1190번지 4호","서울특별시 양천구 중앙로 275 (신정동)","08058","우리산부인과의원","2017-09-05 18:39:14","I","2018-08-31 23:59:59","의원","186871.131492965","446517.085069491","의원","1","5","5","292.6","110","산부인과","","","","0","0","","","0","",
"2229","의원","01_01_02_P","3140000","PHMA120013140033041100007","2001-04-17","","01","영업/정상","13","영업중","","","","","02-2653-7528","","","","서울특별시 양천구 등촌로 64 (목동)","07959","조국영치과의원","2025-03-25 16:24:10","U","2025-03-27 02:40:00","치과의원","187885.518995273","448172.033976263","치과의원","1","0","0","94.38","402 403 404 405 406 407 408 409 411","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"2230","의원","01_01_02_P","3140000","PHMA120023140033041100006","2002-01-28","","01","영업/정상","13","영업중","","","","","2694-0775","","","서울특별시 양천구 신정동 1190번지 4호","서울특별시 양천구 중앙로 275 (신정동)","08058","밝은서울안과의원","2019-01-30 11:43:11","U","2019-02-01 02:40:00","의원","186871.131492965","446517.085069491","의원","1","0","0","112.58","112","안과","","","","0","0","","","0","",
"2231","의원","01_01_02_P","3140000","PHMA120023140033041100007","2002-01-31","","01","영업/정상","13","영업중","","","","","02-2653-8885","","","","서울특별시 양천구 목동중앙북로 13 (목동)","07946","등촌한의원","2020-11-12 09:54:30","U","2020-11-14 02:40:00","한의원","188000.151149559","449606.322472582","한의원","2","0","0","131.25","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"2232","의원","01_01_02_P","3140000","PHMA120023140033041100008","2002-02-22","","01","영업/정상","13","영업중","","","","","02-2168-2875","","","","서울특별시 양천구 목동동로 293, 현대41타워 1층 106호 (목동)","07997","이튼타워치과의원","2025-04-09 17:58:46","U","2025-04-11 02:40:00","치과의원","188953.066831076","447333.569187997","치과의원","1","0","0","48.07","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2233","의원","01_01_02_P","3140000","PHMA120023140033041100010","2002-03-18","","01","영업/정상","13","영업중","","","","","02-2653-8275","","","","서울특별시 양천구 목동남로4길 32 (신정동)","08104","삼성마취통증의학과의원","2023-04-20 20:43:14","U","2023-04-23 02:40:00","의원","188090.288494436","445188.515421493","의원","3","0","0","196.8","109","마취통증의학과","","","","0","0","","","0","",
"2234","의원","01_01_02_P","3140000","PHMA120023140033041100011","2002-03-21","","01","영업/정상","13","영업중","","","","","02-2649-7835","","","","서울특별시 양천구 신목로 80 (신정동, 신정동빌딩)","08009","자연의원","2025-04-28 18:39:34","U","2025-04-30 02:40:00","의원","188828.544788973","446633.615480486","의원","1","0","0","164.64","104 108 114","외과, 성형외과, 피부과","","","","0","0","","","0","",
"2235","의원","01_01_02_P","3140000","PHMA120023140033041100012","2002-03-28","","01","영업/정상","13","영업중","","","","","2606-0833","","","서울특별시 양천구 신정동 971번지 20호","서울특별시 양천구 중앙로 294 (신정동, 명성빌딩)","08026","연세내과의원","2017-09-05 18:39:14","I","2018-08-31 23:59:59","의원","186852.153851552","446714.974104065","의원","1","0","0","265.7","101","내과","","","","0","0","","","0","",
"2236","의원","01_01_02_P","3140000","PHMA120023140033041100013","2002-04-08","","01","영업/정상","13","영업중","","","","","02-2603-0468","","","","서울특별시 양천구 신월로 164, 승일뷰티타워2 404호 (신월동)","08064","동인한의원","2024-04-26 15:51:26","U","2024-04-28 02:40:00","한의원","185962.809546697","446176.170952681","한의원","1","0","0","76.36","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2237","의원","01_01_02_P","3140000","PHMA120023140033041100014","2002-04-19","","01","영업/정상","13","영업중","","","","","2603-6888","","","서울특별시 양천구 신월동 492번지 16호","서울특별시 양천구 오목로 75 (신월동)","07935","로덴행복을주는치과의원","2017-09-05 18:39:14","I","2018-08-31 23:59:59","치과의원","186302.868073988","446772.054242718","치과의원","1","0","0","91.24","201 202 203 204 205 206 207 208 209 210","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과","","","","0","0","","","0","",
"2238","의원","01_01_02_P","3140000","PHMA120023140033041100015","2002-04-23","","01","영업/정상","13","영업중","","","","","02-2065-7528","","","","서울특별시 양천구 신정로 275 (신정동, 신트리아파트)","08078","예사랑치과의원","2025-02-04 09:53:35","U","2025-02-06 02:40:00","치과의원","186889.526648358","445651.658984887","치과의원","1","0","0","83.17","402 403 404 405 406 407 408 409 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2239","의원","01_01_02_P","3140000","PHMA119823140033041100003","1982-05-10","","01","영업/정상","13","영업중","","","","","02-2642-3120","","","","서울특별시 양천구 목동중앙북로 38, 상가205호 (목동, 롯데캐슬위너아파트)","07949","김성옥치과의원","2024-12-30 13:32:25","U","2025-01-01 02:40:00","치과의원","188198.09157556","449411.580893629","치과의원","1","0","0","91.26","402 403 405 406 407 408 409 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2240","의원","01_01_02_P","3140000","PHMA119823140033041100004","1982-07-09","","01","영업/정상","13","영업중","","","","","02-2697-8688","","","","서울특별시 양천구 월정로 51, 2층 203호 (신월동, 청송프라임)","07930","변종언치과의원","2025-04-21 18:49:40","U","2025-04-23 02:40:00","치과의원","185927.367971683","446888.312178952","치과의원","1","0","0","82.5","412","통합치의학과","","","","0","0","","","0","",
"2241","의원","01_01_02_P","3000000","PHMA120063000034041100017","2006-04-12","","01","영업/정상","13","영업중","","","","","02-733-7582","","110-111","서울특별시 종로구 관철동 32번지 7호 계원빌딩 401호","서울특별시 종로구 청계천로 71, 401호 (관철동,계원빌딩)","03189","닥터포유의원","2017-09-05 18:39:19","I","2018-08-31 23:59:59","의원","198653.41747785","451836.488124374","의원","1","0","0","142.67","122 114","피부과, 가정의학과","","","","0","0","","","0","",
"2242","의원","01_01_02_P","3000000","PHMA120063000034041100018","2006-04-12","","01","영업/정상","13","영업중","","","","","02-723-7585","","110-858","서울특별시 종로구 수송동 58번지 두산위브파빌리온 205호","서울특별시 종로구 삼봉로 81, 2층 205호 (수송동, 두산위브파빌리온)","03150","종로위브의원","2017-09-05 18:39:19","I","2018-08-31 23:59:59","의원","198324.653631679","452252.812389497","의원","1","0","0","87.2","122 101 113 114 109","내과, 마취통증의학과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"2243","의원","01_01_02_P","3210000","PHMA119913210034041100008","1991-04-29","","01","영업/정상","13","영업중","","","","","02-3478-2242","","137-074","서울특별시 서초구 서초동 1692번지 4호 장안빌딩 3층","서울특별시 서초구 서초대로 307, 3층 (서초동, 장안빌딩)","06606","이화내과의원","2025-02-27 20:13:17","U","2025-03-01 02:40:00","의원","201267.726324912","443579.007559631","의원","4","0","0","0","101 111","내과, 소아청소년과","","","","0","0","","","0","",
"2244","의원","01_01_02_P","3210000","PHMA119913210034041100009","1991-05-15","","01","영업/정상","13","영업중","","","","","1588-3778","","","서울특별시 서초구 잠원동 65번지 32호 한신빌딩","서울특별시 서초구 잠원로 94, 한신빌딩 2,3,지하1층 (잠원동, 한신빌딩)","06520","사단법인 정해복지부설 한신메디피아의원","2025-04-24 21:43:25","U","2025-04-26 02:40:00","의원","200628.43767533","445580.594039349","의원","71","0","0","3326.78","101 116 119 122 124 112","내과, 안과, 영상의학과, 진단검사의학과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"2245","의원","01_01_02_P","3210000","PHMA119913210034041100010","1991-05-20","","01","영업/정상","13","영업중","","","","","522-8404","","137-071","서울특별시 서초구 서초동 1657번지 4호 2층","서울특별시 서초구 서초중앙로 120, 2층 (서초동)","06634","최병호신경정신과의원","2020-11-09 10:14:53","U","2020-11-11 02:40:00","의원","201185.18405821","443373.466662334","의원","1","0","0","93.39","102 103","신경과, 정신건강의학과","","","","0","0","","","0","",
"2246","의원","01_01_02_P","3210000","PHMA119913210034041100011","1991-05-29","","01","영업/정상","13","영업중","","","","","02-535-5222","","","서울특별시 서초구 반포동 93-6","서울특별시 서초구 서래로10길 1, 201호 (반포동)","06577","소나무한의원","2025-02-24 16:42:46","U","2025-02-26 02:40:00","한의원","199798.00941306","444137.233602988","한의원","1","0","0","59.31","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2247","의원","01_01_02_P","3210000","PHMA119913210034041100012","1991-06-05","","01","영업/정상","13","영업중","","","","","02-576-2811","","","","서울특별시 서초구 논현로 75, 3층 (양재동, 오석빌딩)","06775","김동욱치과의원","2025-03-28 17:41:25","U","2025-03-30 02:40:00","치과의원","203930.778343566","441611.769631309","치과의원","1","0","0","132","407 403 402","구강악안면외과, 치과보철과, 치과보존과","","","","0","0","","","0","",
"2248","의원","01_01_02_P","3210000","PHMA119913210034041100013","1991-07-08","","01","영업/정상","13","영업중","","","","","02-523-1606","","137-753","서울특별시 서초구 방배동 2525번지","서울특별시 서초구 과천대로 946 (방배동, 우성아파트상가)","06760","김영록한의원","2024-12-05 13:35:23","U","2024-12-07 02:40:00","한의원","198389.022273532","441358.650490197","한의원","2","0","0","71.8","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2249","의원","01_01_02_P","3210000","PHMA119913210034041100014","1991-07-13","","01","영업/정상","13","영업중","","","","","532-8442","","137-040","서울특별시 서초구 반포동 32번지 1호 반포메딕스 301호","서울특별시 서초구 고무래로 32, 301호 (반포동, 반포메딕스)","06599","황규천정형외과의원","2025-04-18 02:43:25","U","2025-04-20 02:40:00","의원","200982.169900218","444468.719796887","의원","2","0","0","226.44","105 120 106","정형외과, 신경외과, 재활의학과","","","","0","0","","","0","",
"2250","의원","01_01_02_P","3210000","PHMA119953210034041100019","1995-12-12","","01","영업/정상","13","영업중","","","","","3482-2833","","","서울특별시 서초구 서초동 1316번지 28호 우송빌딩 7층","서울특별시 서초구 서초대로73길 7, 우송빌딩 7층 (서초동)","06616","강남믿음치과의원","2024-02-12 00:43:28","U","2024-02-14 02:40:00","치과의원","202168.523433745","443992.861821658","치과의원","2","0","0","227.4","412 411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2251","의원","01_01_02_P","3210000","PHMA119953210034041100020","1995-12-15","","01","영업/정상","13","영업중","","","","","595-2247","","137-839","서울특별시 서초구 방배동 874번지 14호 2층","서울특별시 서초구 방배로 165 (방배동)","06573","이율모이비인후과의원","2017-09-05 18:39:11","I","2018-08-31 23:59:59","의원","199299.725721283","442899.726274723","의원","5","0","0","63.68","113","이비인후과","","","","0","0","","","0","",
"2252","의원","01_01_02_P","3210000","PHMA119963210034041100002","1996-03-11","","01","영업/정상","13","영업중","","","","","02-597-7888","","","","서울특별시 서초구 효령로 237, 206호 (서초동, 한신리빙타워)","06671","누가치과의원","2024-10-06 12:07:46","U","2024-10-08 02:40:00","치과의원","200811.671174369","442445.605649334","치과의원","1","0","0","77.41","402 403 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2253","의원","01_01_02_P","3210000","PHMA119963210034041100004","1996-04-01","","01","영업/정상","13","영업중","","","","","02-573-7510","","","서울특별시 서초구 양재동 154-2","서울특별시 서초구 바우뫼로 89 (양재동)","06751","이완승치과의원","2024-10-22 16:57:34","U","2024-10-24 02:40:00","치과의원","202535.840179252","441604.113261939","치과의원","1","0","0","43.68","411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"2254","의원","01_01_02_P","3230000","PHMA120143230034041100033","2014-08-05","","01","영업/정상","13","영업중","","","","","424-2048","","","서울특별시 송파구 송파동 97번지 2호 두성빌딩 3층","서울특별시 송파구 송파대로 382, 3층 (송파동, 송파두성빌딩)","05676","다온의원","2024-04-01 17:26:02","U","2024-04-03 02:40:00","의원","209716.962692116","444418.853986075","의원","1","0","0","149.03","104 108 115 114","외과, 성형외과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"2255","의원","01_01_02_P","3140000","PHMA119853140033041100001","1985-03-02","","01","영업/정상","13","영업중","","","","","2642-3550","","","서울특별시 양천구 목동 793번지 1호","서울특별시 양천구 등촌로 26 (목동)","07966","김갑석안과의원","2017-09-05 18:39:13","I","2018-08-31 23:59:59","의원","187920.000309636","447790.00708684","의원","1","0","0","118.82","112","안과","","","","0","0","","","0","",
"2256","의원","01_01_02_P","3140000","PHMA119853140033041100002","1985-09-21","","01","영업/정상","13","영업중","","","","","0226424198","","","서울특별시 양천구 목동 793번지 1호","서울특별시 양천구 등촌로 26 (목동)","07966","경기한의원","2023-06-16 16:05:02","U","2023-06-18 02:40:00","한의원","187920.000309636","447790.00708684","한의원","1","0","0","99","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"2257","의원","01_01_02_P","3140000","PHMA119863140033041100001","1986-02-27","","01","영업/정상","13","영업중","","","","","02-2644-5399","","","","서울특별시 양천구 목동중앙남로11길 29 (목동)","07958","오치과의원","2025-04-01 18:58:50","U","2025-04-03 02:40:00","치과의원","187931.482019672","448543.852499983","치과의원","1","0","0","52.8","403 406 407","치과보철과, 치주과, 치과보존과","","","","0","0","","","0","",
"2258","의원","01_01_02_P","3140000","PHMA119863140033041100002","1986-03-09","","01","영업/정상","13","영업중","","","","","02-2688-8828","","","","서울특별시 양천구 신정중앙로23길 13-1 (신정동)","07938","동인당한의원","2019-06-14 17:23:28","U","2019-06-16 02:40:00","한의원","187846.504257896","447266.974398262","한의원","2","0","0","82.5","301","한방내과","","","","0","0","","","0","",
"2259","의원","01_01_02_P","3140000","PHMA119863140033041100003","1986-04-08","","01","영업/정상","13","영업중","","","","","02-2642-3916","","","서울특별시 양천구 목동 723번지 11호","서울특별시 양천구 목동중앙남로 61 (목동)","07958","성인한의원","2024-04-11 20:13:16","U","2024-04-13 02:40:00","한의원","188077.561456513","448555.32693208","한의원","1","0","0","60","301","한방내과","","","","0","0","","","0","",
"2260","의원","01_01_02_P","3140000","PHMA119863140033041100004","1986-04-29","","01","영업/정상","13","영업중","","","","","02-2645-1412","","","","서울특별시 양천구 중앙로 276 (신정동)","08082","강성호치과의원","2025-04-16 18:36:01","U","2025-04-18 02:40:00","치과의원","186925.884838357","446522.764708979","치과의원","1","0","0","99","402 403 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2261","의원","01_01_02_P","3140000","PHMA119883140033041100011","1988-07-23","","01","영업/정상","13","영업중","","","","","02-2642-7775","","","","서울특별시 양천구 목동중앙북로 7, 205호 (목동, 신한이모르젠상가)","07946","유용균치과의원","2024-12-30 13:33:00","U","2025-01-01 02:40:00","치과의원","187955.121454906","449649.016215774","치과의원","1","0","0","66","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
